year,region,country,discipline_title,event_title,event_gender,medal_type,life_expectancy,dalys_impact_levels_for_depression
2016,Europe,France,Fencing,foil team men,Men,SILVER,High,Severe
2016,North America,United States,Fencing,foil team men,Men,BRONZE,High,Critical
2016,Europe,Germany,Football,football women,Women,GOLD,High,Moderate
2016,Europe,Sweden,Football,football women,Women,SILVER,High,Severe
2016,North America,Canada,Football,football women,Women,BRONZE,High,Moderate
2016,South America,Brazil,Football,football men,Men,GOLD,High,Severe
2016,Europe,Germany,Football,football men,Men,SILVER,High,Moderate
2016,Africa,Nigeria,Football,football men,Men,BRONZE,Low,Severe
2016,Oceania,Australia,Modern Pentathlon,Individual Competition women,Women,GOLD,High,Critical
2016,Europe,France,Modern Pentathlon,Individual Competition women,Women,SILVER,High,Severe
2016,Europe,Poland,Modern Pentathlon,Individual Competition women,Women,BRONZE,High,Minimal
2016,Europe,Ukraine,Modern Pentathlon,Individual competition men,Men,SILVER,High,Severe
2016,North America,Mexico,Modern Pentathlon,Individual competition men,Men,BRONZE,High,Severe
2016,Europe,France,Equestrian Jumping,Jumping Team mixed,Open,GOLD,High,Severe
2016,North America,United States,Equestrian Jumping,Jumping Team mixed,Open,SILVER,High,Critical
2016,Europe,Germany,Equestrian Jumping,Jumping Team mixed,Open,BRONZE,High,Moderate
2016,Europe,United Kingdom,Equestrian Jumping,Jumping Individual mixed,Open,GOLD,High,Severe
2016,Europe,Sweden,Equestrian Jumping,Jumping Individual mixed,Open,SILVER,High,Severe
2016,North America,Canada,Equestrian Jumping,Jumping Individual mixed,Open,BRONZE,High,Moderate
2016,Europe,Greece,Shooting,25m pistol (30+30 shots) women,Women,GOLD,High,Critical
2016,Europe,Germany,Shooting,25m pistol (30+30 shots) women,Women,SILVER,High,Moderate
2016,Europe,Switzerland,Shooting,25m pistol (30+30 shots) women,Women,BRONZE,High,Severe
2016,Europe,Germany,Shooting,25m rapid fire pistol 60 shots men,Men,GOLD,High,Moderate
2016,Europe,France,Shooting,25m rapid fire pistol 60 shots men,Men,SILVER,High,Severe
2016,Asia,China,Shooting,25m rapid fire pistol 60 shots men,Men,BRONZE,High,Minimal
2016,Asia,Vietnam,Shooting,50m pistol 60 shots men,Men,SILVER,High,Minimal
2016,Europe,Italy,Shooting,50m rifle 3 positions 3x40 shots men,Men,GOLD,High,Moderate
2016,Europe,France,Shooting,50m rifle 3 positions 3x40 shots men,Men,BRONZE,High,Severe
2016,Europe,Italy,Shooting,double trap 150 targets men,Men,SILVER,High,Moderate
2016,Europe,United Kingdom,Shooting,double trap 150 targets men,Men,BRONZE,High,Severe
2016,Asia,China,Shooting,10m Air Pistol women,Women,GOLD,High,Minimal
2016,Europe,Greece,Shooting,10m Air Pistol women,Women,BRONZE,High,Critical
2016,Oceania,Australia,Shooting,Trap women,Women,GOLD,High,Critical
2016,Oceania,New Zealand,Shooting,Trap women,Women,SILVER,High,Severe
2016,North America,United States,Shooting,Trap women,Women,BRONZE,High,Critical
2016,North America,United States,Shooting,10m Air Rifle women,Women,GOLD,High,Critical
2016,Asia,China,Shooting,10m Air Rifle women,Women,SILVER,High,Minimal
2016,Asia,China,Shooting,10m Air Rifle women,Women,BRONZE,High,Minimal
2016,Europe,Italy,Shooting,Skeet women,Women,GOLD,High,Moderate
2016,Europe,Italy,Shooting,Skeet women,Women,SILVER,High,Moderate
2016,North America,United States,Shooting,Skeet women,Women,BRONZE,High,Critical
2016,Europe,Italy,Shooting,skeet (125 targets) men,Men,GOLD,High,Moderate
2016,Europe,Sweden,Shooting,skeet (125 targets) men,Men,SILVER,High,Severe
2016,Asia,Vietnam,Shooting,10m air pistol 60 shots men,Men,GOLD,High,Minimal
2016,South America,Brazil,Shooting,10m air pistol 60 shots men,Men,SILVER,High,Severe
2016,Asia,China,Shooting,10m air pistol 60 shots men,Men,BRONZE,High,Minimal
2016,Europe,Italy,Shooting,10m air rifle 60 shots men,Men,GOLD,High,Moderate
2016,Europe,Ukraine,Shooting,10m air rifle 60 shots men,Men,SILVER,High,Severe
2016,Europe,Croatia,Shooting,trap 125 targets men,Men,GOLD,High,Minimal
2016,Europe,Italy,Shooting,trap 125 targets men,Men,SILVER,High,Moderate
2016,Europe,United Kingdom,Shooting,trap 125 targets men,Men,BRONZE,High,Severe
2016,Europe,Germany,Shooting,50m rifle prone 60 shots men,Men,GOLD,High,Moderate
2016,Europe,Germany,Shooting,50m Rifle 3 Positions women,Women,GOLD,High,Moderate
2016,Asia,China,Shooting,50m Rifle 3 Positions women,Women,SILVER,High,Minimal
2016,Asia,China,Shooting,50m Rifle 3 Positions women,Women,BRONZE,High,Minimal
2016,Europe,Germany,Cycling Track,sprint women,Women,GOLD,High,Moderate
2016,Europe,United Kingdom,Cycling Track,sprint women,Women,SILVER,High,Severe
2016,Europe,United Kingdom,Cycling Track,sprint women,Women,BRONZE,High,Severe
2016,Europe,United Kingdom,Cycling Track,Team Pursuit 3000m women,Women,GOLD,High,Severe
2016,North America,United States,Cycling Track,Team Pursuit 3000m women,Women,SILVER,High,Critical
2016,North America,Canada,Cycling Track,Team Pursuit 3000m women,Women,BRONZE,High,Moderate
2016,Asia,China,Cycling Track,Team sprint women,Women,GOLD,High,Minimal
2016,Europe,Germany,Cycling Track,Team sprint women,Women,BRONZE,High,Moderate
2016,Europe,Italy,Cycling Track,Omnium men,Men,GOLD,High,Moderate
2016,Europe,United Kingdom,Cycling Track,Omnium men,Men,SILVER,High,Severe
2016,Europe,Denmark,Cycling Track,Omnium men,Men,BRONZE,High,Moderate
2016,Europe,United Kingdom,Cycling Track,Team Pursuit 4000m men,Men,GOLD,High,Severe
2016,Oceania,Australia,Cycling Track,Team Pursuit 4000m men,Men,SILVER,High,Critical
2016,Europe,Denmark,Cycling Track,Team Pursuit 4000m men,Men,BRONZE,High,Moderate
2016,Europe,Netherlands,Cycling Track,Keirin women,Women,GOLD,High,Moderate
2016,Europe,United Kingdom,Cycling Track,Keirin women,Women,SILVER,High,Severe
2016,Oceania,Australia,Cycling Track,Keirin women,Women,BRONZE,High,Critical
2016,Europe,United Kingdom,Cycling Track,Omnium women,Women,GOLD,High,Severe
2016,North America,United States,Cycling Track,Omnium women,Women,SILVER,High,Critical
2016,Europe,Belgium,Cycling Track,Omnium women,Women,BRONZE,High,Moderate
2016,Europe,United Kingdom,Cycling Track,Team sprint men,Men,GOLD,High,Severe
2016,Oceania,New Zealand,Cycling Track,Team sprint men,Men,SILVER,High,Severe
2016,Europe,France,Cycling Track,Team sprint men,Men,BRONZE,High,Severe
2016,Europe,United Kingdom,Cycling Track,Keirin men,Men,GOLD,High,Severe
2016,Europe,Netherlands,Cycling Track,Keirin men,Men,SILVER,High,Moderate
2016,Asia,Malaysia,Cycling Track,Keirin men,Men,BRONZE,High,Moderate
2016,Europe,United Kingdom,Cycling Track,Sprint individual men,Men,GOLD,High,Severe
2016,Europe,United Kingdom,Cycling Track,Sprint individual men,Men,SILVER,High,Severe
2016,Asia,Tajikistan,Athletics,hammer throw men,Men,GOLD,Medium-High,Minimal
2016,Europe,Belarus,Athletics,hammer throw men,Men,SILVER,High,Severe
2016,Europe,Poland,Athletics,hammer throw men,Men,BRONZE,High,Minimal
2016,Africa,Kenya,Athletics,1500m women,Women,GOLD,Medium-Low,Critical
2016,Africa,Ethiopia,Athletics,1500m women,Women,SILVER,Medium-High,Critical
2016,North America,United States,Athletics,1500m women,Women,BRONZE,High,Critical
2016,North America,Canada,Athletics,high jump men,Men,GOLD,High,Moderate
2016,Asia,Qatar,Athletics,high jump men,Men,SILVER,High,Severe
2016,Europe,Ukraine,Athletics,high jump men,Men,BRONZE,High,Severe
2016,Africa,Kenya,Athletics,800m men,Men,GOLD,Medium-Low,Critical
2016,Africa,Algeria,Athletics,800m men,Men,SILVER,High,Severe
2016,North America,United States,Athletics,800m men,Men,BRONZE,High,Critical
2016,Europe,Poland,Athletics,hammer throw women,Women,GOLD,High,Minimal
2016,Asia,China,Athletics,hammer throw women,Women,SILVER,High,Minimal
2016,Europe,United Kingdom,Athletics,hammer throw women,Women,BRONZE,High,Severe
2016,North America,Jamaica,Athletics,100m men,Men,GOLD,High,Moderate
2016,North America,United States,Athletics,100m men,Men,SILVER,High,Critical
2016,North America,Canada,Athletics,100m men,Men,BRONZE,High,Moderate
2016,Europe,Slovakia,Athletics,50km walk men,Men,GOLD,High,Minimal
2016,Oceania,Australia,Athletics,50km walk men,Men,SILVER,High,Critical
2016,Asia,Japan,Athletics,50km walk men,Men,BRONZE,High,Minimal
2016,North America,United States,Athletics,4x400m relay women,Women,GOLD,High,Critical
2016,North America,Jamaica,Athletics,4x400m relay women,Women,SILVER,High,Moderate
2016,Europe,United Kingdom,Athletics,4x400m relay women,Women,BRONZE,High,Severe
2016,South America,Brazil,Athletics,pole vault men,Men,GOLD,High,Severe
2016,Europe,France,Athletics,pole vault men,Men,SILVER,High,Severe
2016,North America,United States,Athletics,pole vault men,Men,BRONZE,High,Critical
2016,Asia,Bahrain,Athletics,3000m steeplechase women,Women,GOLD,High,Critical
2016,Africa,Kenya,Athletics,3000m steeplechase women,Women,SILVER,Medium-Low,Critical
2016,North America,United States,Athletics,3000m steeplechase women,Women,BRONZE,High,Critical
2016,Africa,Kenya,Athletics,marathon women,Women,GOLD,Medium-Low,Critical
2016,Asia,Bahrain,Athletics,marathon women,Women,SILVER,High,Critical
2016,Africa,Ethiopia,Athletics,marathon women,Women,BRONZE,Medium-High,Critical
2016,North America,United States,Athletics,decathlon men,Men,GOLD,High,Critical
2016,Europe,France,Athletics,decathlon men,Men,SILVER,High,Severe
2016,North America,Canada,Athletics,decathlon men,Men,BRONZE,High,Moderate
2016,North America,United States,Athletics,100m hurdles women,Women,GOLD,High,Critical
2016,North America,United States,Athletics,100m hurdles women,Women,SILVER,High,Critical
2016,North America,United States,Athletics,100m hurdles women,Women,BRONZE,High,Critical
2016,North America,United States,Athletics,1500m men,Men,GOLD,High,Critical
2016,Africa,Algeria,Athletics,1500m men,Men,SILVER,High,Severe
2016,Oceania,New Zealand,Athletics,1500m men,Men,BRONZE,High,Severe
2016,Europe,Germany,Athletics,discus throw men,Men,GOLD,High,Moderate
2016,Europe,Poland,Athletics,discus throw men,Men,SILVER,High,Minimal
2016,Europe,Germany,Athletics,discus throw men,Men,BRONZE,High,Moderate
2016,Europe,Greece,Athletics,pole vault women,Women,GOLD,High,Critical
2016,North America,United States,Athletics,pole vault women,Women,SILVER,High,Critical
2016,Oceania,New Zealand,Athletics,pole vault women,Women,BRONZE,High,Severe
2016,Africa,Ethiopia,Athletics,10000m women,Women,GOLD,Medium-High,Critical
2016,Africa,Kenya,Athletics,10000m women,Women,SILVER,Medium-Low,Critical
2016,Africa,Ethiopia,Athletics,10000m women,Women,BRONZE,Medium-High,Critical
2016,North America,United States,Athletics,shot put women,Women,GOLD,High,Critical
2016,Oceania,New Zealand,Athletics,shot put women,Women,SILVER,High,Severe
2016,Europe,Hungary,Athletics,shot put women,Women,BRONZE,High,Minimal
2016,North America,Jamaica,Athletics,200m men,Men,GOLD,High,Moderate
2016,North America,Canada,Athletics,200m men,Men,SILVER,High,Moderate
2016,Europe,France,Athletics,200m men,Men,BRONZE,High,Severe
2016,North America,United States,Athletics,shot put men,Men,GOLD,High,Critical
2016,North America,United States,Athletics,shot put men,Men,SILVER,High,Critical
2016,Oceania,New Zealand,Athletics,shot put men,Men,BRONZE,High,Severe
2016,Europe,Belgium,Athletics,heptathlon women,Women,GOLD,High,Moderate
2016,Europe,United Kingdom,Athletics,heptathlon women,Women,SILVER,High,Severe
2016,North America,Canada,Athletics,heptathlon women,Women,BRONZE,High,Moderate
2016,Africa,Kenya,Athletics,5000m women,Women,GOLD,Medium-Low,Critical
2016,Africa,Kenya,Athletics,5000m women,Women,SILVER,Medium-Low,Critical
2016,Africa,Ethiopia,Athletics,5000m women,Women,BRONZE,Medium-High,Critical
2016,Europe,Germany,Athletics,javelin throw men,Men,GOLD,High,Moderate
2016,Africa,Kenya,Athletics,javelin throw men,Men,SILVER,Medium-Low,Critical
2016,North America,Trinidad and Tobago,Athletics,javelin throw men,Men,BRONZE,High,Severe
2016,South America,Colombia,Athletics,triple jump women,Women,GOLD,High,Minimal
2016,South America,Venezuela,Athletics,triple jump women,Women,SILVER,High,Moderate
2016,Asia,Kazakhstan,Athletics,triple jump women,Women,BRONZE,Medium-High,Moderate
2016,Africa,Kenya,Athletics,marathon men,Men,GOLD,Medium-Low,Critical
2016,Africa,Ethiopia,Athletics,marathon men,Men,SILVER,Medium-High,Critical
2016,North America,United States,Athletics,marathon men,Men,BRONZE,High,Critical
2016,North America,United States,Athletics,400m hurdles men,Men,GOLD,High,Critical
2016,Africa,Kenya,Athletics,400m hurdles men,Men,SILVER,Medium-Low,Critical
2016,Asia,Turkey,Athletics,400m hurdles men,Men,BRONZE,High,Severe
2016,North America,United States,Athletics,long jump women,Women,GOLD,High,Critical
2016,North America,United States,Athletics,long jump women,Women,SILVER,High,Critical
2016,Europe,Serbia,Athletics,long jump women,Women,BRONZE,High,Minimal
2016,North America,United States,Athletics,4x400m relay men,Men,GOLD,High,Critical
2016,North America,Jamaica,Athletics,4x400m relay men,Men,SILVER,High,Moderate
2016,North America,Bahamas,Athletics,4x400m relay men,Men,BRONZE,High,Moderate
2016,North America,United States,Athletics,4x100m relay women,Women,GOLD,High,Critical
2016,North America,Jamaica,Athletics,4x100m relay women,Women,SILVER,High,Moderate
2016,Europe,United Kingdom,Athletics,4x100m relay women,Women,BRONZE,High,Severe
2016,North America,United States,Athletics,triple jump men,Men,GOLD,High,Critical
2016,North America,United States,Athletics,triple jump men,Men,SILVER,High,Critical
2016,Asia,China,Athletics,triple jump men,Men,BRONZE,High,Minimal
2016,Africa,South Africa,Athletics,400m men,Men,GOLD,Medium-High,Severe
2016,North America,Grenada,Athletics,400m men,Men,SILVER,High,Moderate
2016,North America,United States,Athletics,400m men,Men,BRONZE,High,Critical
2016,Europe,Croatia,Athletics,discus throw women,Women,GOLD,High,Minimal
2016,Europe,France,Athletics,discus throw women,Women,SILVER,High,Severe
2016,North America,Cuba,Athletics,discus throw women,Women,BRONZE,High,Severe
2016,North America,Jamaica,Athletics,100m women,Women,GOLD,High,Moderate
2016,North America,United States,Athletics,100m women,Women,SILVER,High,Critical
2016,North America,Jamaica,Athletics,100m women,Women,BRONZE,High,Moderate
2016,North America,Jamaica,Athletics,4x100m relay men,Men,GOLD,High,Moderate
2016,Asia,Japan,Athletics,4x100m relay men,Men,SILVER,High,Minimal
2016,North America,Canada,Athletics,4x100m relay men,Men,BRONZE,High,Moderate
2016,Europe,Spain,Athletics,high jump women,Women,GOLD,High,Critical
2016,Europe,Bulgaria,Athletics,high jump women,Women,SILVER,High,Minimal
2016,Europe,Croatia,Athletics,high jump women,Women,BRONZE,High,Minimal
2016,Asia,China,Athletics,20km walk men,Men,GOLD,High,Minimal
2016,Asia,China,Athletics,20km walk men,Men,SILVER,High,Minimal
2016,Oceania,Australia,Athletics,20km walk men,Men,BRONZE,High,Critical
2016,North America,Jamaica,Athletics,110m hurdles men,Men,GOLD,High,Moderate
2016,Europe,Spain,Athletics,110m hurdles men,Men,SILVER,High,Critical
2016,Europe,France,Athletics,110m hurdles men,Men,BRONZE,High,Severe
2016,Europe,Croatia,Athletics,javelin throw women,Women,GOLD,High,Minimal
2016,Africa,South Africa,Athletics,javelin throw women,Women,SILVER,Medium-High,Severe
2016,Europe,Czechia,Athletics,javelin throw women,Women,BRONZE,High,Minimal
2016,North America,United States,Athletics,400m hurdles women,Women,GOLD,High,Critical
2016,Europe,Denmark,Athletics,400m hurdles women,Women,SILVER,High,Moderate
2016,North America,United States,Athletics,400m hurdles women,Women,BRONZE,High,Critical
2016,Africa,Kenya,Athletics,3000m steeplechase men,Men,GOLD,Medium-Low,Critical
2016,North America,United States,Athletics,3000m steeplechase men,Men,SILVER,High,Critical
2016,Europe,France,Athletics,3000m steeplechase men,Men,BRONZE,High,Severe
2016,North America,United States,Athletics,long jump men,Men,GOLD,High,Critical
2016,Africa,South Africa,Athletics,long jump men,Men,SILVER,Medium-High,Severe
2016,Europe,United Kingdom,Athletics,long jump men,Men,BRONZE,High,Severe
2016,North America,Jamaica,Athletics,200m women,Women,GOLD,High,Moderate
2016,Europe,Netherlands,Athletics,200m women,Women,SILVER,High,Moderate
2016,North America,United States,Athletics,200m women,Women,BRONZE,High,Critical
2016,Asia,China,Athletics,20km race walk women,Women,GOLD,High,Minimal
2016,North America,Mexico,Athletics,20km race walk women,Women,SILVER,High,Severe
2016,Asia,China,Athletics,20km race walk women,Women,BRONZE,High,Minimal
2016,Europe,United Kingdom,Athletics,5000m men,Men,GOLD,High,Severe
2016,North America,United States,Athletics,5000m men,Men,SILVER,High,Critical
2016,Africa,Ethiopia,Athletics,5000m men,Men,BRONZE,Medium-High,Critical
2016,Africa,South Africa,Athletics,800m women,Women,GOLD,Medium-High,Severe
2016,Africa,Burundi,Athletics,800m women,Women,SILVER,Medium-Low,Critical
2016,Africa,Kenya,Athletics,800m women,Women,BRONZE,Medium-Low,Critical
2016,Europe,United Kingdom,Athletics,10000m men,Men,GOLD,High,Severe
2016,Africa,Kenya,Athletics,10000m men,Men,SILVER,Medium-Low,Critical
2016,Africa,Ethiopia,Athletics,10000m men,Men,BRONZE,Medium-High,Critical
2016,North America,Bahamas,Athletics,400m women,Women,GOLD,High,Moderate
2016,North America,United States,Athletics,400m women,Women,SILVER,High,Critical
2016,North America,Jamaica,Athletics,400m women,Women,BRONZE,High,Moderate
2016,Europe,Germany,Beach Volleyball,Beach volleyball women,Women,GOLD,High,Moderate
2016,South America,Brazil,Beach Volleyball,Beach volleyball women,Women,SILVER,High,Severe
2016,North America,United States,Beach Volleyball,Beach volleyball women,Women,BRONZE,High,Critical
2016,South America,Brazil,Beach Volleyball,Beach volleyball men,Men,GOLD,High,Severe
2016,Europe,Italy,Beach Volleyball,Beach volleyball men,Men,SILVER,High,Moderate
2016,Europe,Netherlands,Beach Volleyball,Beach volleyball men,Men,BRONZE,High,Moderate
2016,Europe,Belarus,Weightlifting,75kg women,Women,SILVER,High,Severe
2016,Europe,Spain,Weightlifting,75kg women,Women,BRONZE,High,Critical
2016,Asia,China,Weightlifting,63kg women,Women,GOLD,High,Minimal
2016,Asia,Kazakhstan,Weightlifting,63kg women,Women,BRONZE,Medium-High,Moderate
2016,Asia,Uzbekistan,Weightlifting,105kg heavyweight men,Men,GOLD,Medium-High,Moderate
2016,Asia,Armenia,Weightlifting,105kg heavyweight men,Men,SILVER,High,Minimal
2016,Asia,Kazakhstan,Weightlifting,105kg heavyweight men,Men,BRONZE,Medium-High,Moderate
2016,Asia,China,Weightlifting,-56kg (bantamweight) men,Men,GOLD,High,Minimal
2016,Asia,Thailand,Weightlifting,-56kg (bantamweight) men,Men,BRONZE,High,Minimal
2016,Asia,Philippines,Weightlifting,53kg women,Women,SILVER,Medium-High,Minimal
2016,Asia,China,Weightlifting,85kg men,Men,SILVER,High,Minimal
2016,Asia,Kazakhstan,Weightlifting,85kg men,Men,BRONZE,Medium-High,Moderate
2016,South America,Colombia,Weightlifting,62kg featherweight men,Men,GOLD,High,Minimal
2016,Asia,Indonesia,Weightlifting,62kg featherweight men,Men,SILVER,Medium-High,Minimal
2016,Asia,Kazakhstan,Weightlifting,62kg featherweight men,Men,BRONZE,Medium-High,Moderate
2016,Asia,Georgia,Weightlifting,+105kg men,Men,GOLD,High,Moderate
2016,Asia,Armenia,Weightlifting,+105kg men,Men,SILVER,High,Minimal
2016,Asia,Georgia,Weightlifting,+105kg men,Men,BRONZE,High,Moderate
2016,Europe,Belarus,Weightlifting,94kg men,Men,SILVER,High,Severe
2016,Europe,Lithuania,Weightlifting,94kg men,Men,BRONZE,High,Severe
